X	X.1	K0.1radni.4zima.DF
6	0	44,68709468
6	15	47,23988375
6	30	51,37741815
6	45	56,46958958
7	0	60,7332042
7	15	65,79853763
7	30	70,19363142
7	45	77,01999995
8	0	83,92173853
8	15	89,59326842
8	30	91,790497
8	45	94,87132042
9	0	97,76041472
9	15	98,63652507
9	30	100
9	45	99,33478338
10	0	99,65845451
10	15	97,86944798
10	30	98,37560502
10	45	97,50228672
11	0	99,05806506
11	15	97,92021103
11	30	96,88467274
11	45	93,84541449
12	0	92,86737378
12	15	93,3468534
12	30	93,21144496
12	45	93,54119511
13	0	92,65645738
13	15	88,82942353
13	30	86,89185687
13	45	87,75031198
14	0	86,88393411
14	15	84,76987177
14	30	82,4190298
14	45	80,53283447
15	0	79,81531899
15	15	77,54144333
15	30	77,34016496
15	45	75,61156707
16	0	76,46270204
16	15	76,81657937
16	30	75,67190959
16	45	75,378422
17	0	78,2938348
17	15	83,18855512
17	30	79,13043905
17	45	76,83145768
18	0	76,14426741
18	15	75,25465778
18	30	74,83037864
18	45	76,23747973
19	0	76,904916
19	15	74,87235563
19	30	74,37339783
19	45	74,84541752
20	0	71,69299839
20	15	65,42820651
20	30	61,4684637
20	45	60,3339231
21	0	58,01714859
21	15	51,61542946
21	30	47,69012625
21	45	48,75131243
22	0	43,52964723
22	15	41,40346085
22	30	39,41593777
22	45	38,20958045
23	0	37,44139826
23	15	36,32090855
23	30	36,90335563
23	45	35,50681255
X	X.1	JR0.1radni.2ljeto.DF
0	0	98,05418812
0	15	97,95017768
0	30	98,04583463
0	45	98,15707309
1	0	98,09543903
1	15	97,94847926
1	30	98,03984986
1	45	97,86686366
2	0	97,9429104
2	15	97,98488641
2	30	98,04421677
2	45	98,03668367
3	0	97,95402194
3	15	97,89422617
3	30	97,82304323
3	45	97,85066625
4	0	95,11375188
4	15	70,72248379
4	30	42,72626464
4	45	27,79592523
5	0	18,83233939
5	15	11,06718562
5	30	2,86472893
5	45	1,159533119
6	0	1,208633674
6	15	1,436287242
6	30	1,378498259
6	45	1,427991828
7	0	1,275681588
7	15	1,142282633
7	30	0,941947821
7	45	0,799933234
8	0	0,742621921
8	15	0,718719646
8	30	0,761271879
8	45	0,842437619
9	0	0,784861706
9	15	0,681550598
9	30	0,670626368
9	45	0,719532256
10	0	0,703576549
10	15	0,811669666
10	30	0,829224011
10	45	0,801185889
11	0	0,739014046
11	15	0,814511144
11	30	0,868277562
11	45	0,769129702
12	0	0,803755406
12	15	0,815512286
12	30	0,88682119
12	45	1,028734762
13	0	0,903649216
13	15	0,871622883
13	30	0,872833824
13	45	0,817190263
14	0	0,836849543
14	15	0,947534261
14	30	1,004605922
14	45	0,9311974
15	0	1,006995495
15	15	0,983718525
15	30	0,986971011
15	45	0,881335764
16	0	0,846167365
16	15	0,886178299
16	30	0,871895662
16	45	0,860682294
17	0	0,758989454
17	15	0,765042113
17	30	0,77090174
17	45	0,752612079
18	0	0,768010369
18	15	1,040345642
18	30	1,865906159
18	45	4,516608591
19	0	10,63353474
19	15	17,30966435
19	30	25,844385
19	45	35,55568763
20	0	52,94363249
20	15	80,83142522
20	30	93,55343545
20	45	93,93290318
21	0	94,48838468
21	15	97,38456657
21	30	99,69711393
21	45	100
22	0	98,76831061
22	15	99,08386472
22	30	98,75007493
22	45	97,64957527
23	0	97,7443967
23	15	98,09541981
23	30	97,87396817
23	45	98,02171438
X	X.1	K0.2subota.2ljeto
0	0	55,64095377
0	15	51,53671637
0	30	48,1495531
0	45	46,05557343
1	0	44,14623385
1	15	43,33541363
1	30	41,46219711
1	45	40,8480213
2	0	40,07996208
2	15	39,83464364
2	30	39,96068
2	45	38,68086859
3	0	38,1514092
3	15	37,98563779
3	30	39,48306693
3	45	39,47024264
4	0	39,82435869
4	15	40,88607326
4	30	41,97516768
4	45	42,58489713
5	0	43,58254401
5	15	43,62335922
5	30	46,32357644
5	45	47,20374504
6	0	49,68425426
6	15	51,92472449
6	30	54,3512846
6	45	56,18740299
7	0	59,54069921
7	15	60,72488505
7	30	60,42896493
7	45	63,38120858
8	0	66,15017188
8	15	67,454947
8	30	67,48529587
8	45	68,16925226
9	0	69,71225881
9	15	71,6655834
9	30	70,82057216
9	45	72,72265899
10	0	72,75229484
10	15	73,79934879
10	30	74,37128397
10	45	75,75855639
11	0	76,49642936
11	15	77,73164969
11	30	79,23592755
11	45	79,74666963
12	0	79,30268031
12	15	77,05502425
12	30	78,07508863
12	45	79,41010255
13	0	79,27483825
13	15	78,13862405
13	30	78,31022031
13	45	76,77956458
14	0	76,25360022
14	15	76,00517327
14	30	75,08188341
14	45	75,89909326
15	0	75,02147025
15	15	75,27314768
15	30	74,90611226
15	45	74,93119044
16	0	73,23344985
16	15	73,55511426
16	30	73,33288818
16	45	74,75846399
17	0	74,3679478
17	15	74,33588456
17	30	74,68578568
17	45	75,71353501
18	0	75,7541826
18	15	77,68565698
18	30	80,60407986
18	45	81,03454938
19	0	83,37522349
19	15	86,08706851
19	30	88,23811705
19	45	89,94989906
20	0	92,83353235
20	15	95,17928514
20	30	97,92131016
20	45	95,87694521
21	0	97,31183902
21	15	99,28738222
21	30	100
21	45	98,06947318
22	0	96,78077283
22	15	92,40078868
22	30	85,92266497
22	45	78,82616178
23	0	71,97745133
23	15	66,7210219
23	30	62,45190623
23	45	58,66689271
X	X.1	P1.2subota.2ljeto
0	0	48,30849793
0	15	47,75560659
0	30	46,03683731
0	45	45,15274711
1	0	44,98261932
1	15	43,15096827
1	30	43,2418401
1	45	42,73996031
2	0	43,42144005
2	15	43,89778212
2	30	43,83337483
2	45	42,4989228
3	0	41,7066337
3	15	41,18895385
3	30	41,27785405
3	45	40,30936495
4	0	40,2236459
4	15	40,1866275
4	30	39,78738538
4	45	39,71906188
5	0	41,31096853
5	15	42,07088559
5	30	46,23007148
5	45	46,20881626
6	0	45,45337102
6	15	48,59962262
6	30	50,92428361
6	45	54,72125808
7	0	59,58505714
7	15	66,30780766
7	30	69,93953916
7	45	74,53883049
8	0	78,05713691
8	15	88,43411562
8	30	92,65264699
8	45	94,06830693
9	0	95,34984463
9	15	98,66446136
9	30	99,38573994
9	45	98,90264714
10	0	99,95260721
10	15	99,37268345
10	30	99,99465055
10	45	100
11	0	98,82841614
11	15	96,66828765
11	30	95,06305407
11	45	94,07615656
12	0	88,37714495
12	15	85,17277461
12	30	83,44459954
12	45	82,10954274
13	0	80,81736514
13	15	80,5101208
13	30	79,27769185
13	45	79,41161496
14	0	76,57711638
14	15	77,01597541
14	30	76,62611696
14	45	76,47852275
15	0	76,52372021
15	15	75,25936172
15	30	75,118946
15	45	74,65746489
16	0	76,52391196
16	15	76,07559551
16	30	73,36839715
16	45	74,1873155
17	0	73,31068159
17	15	74,00596026
17	30	75,08032719
17	45	77,16163241
18	0	75,85286561
18	15	76,67905587
18	30	79,29296089
18	45	79,85750006
19	0	80,71317131
19	15	81,28697614
19	30	84,03838123
19	45	84,38736653
20	0	82,17165144
20	15	71,9833638
20	30	67,71938914
20	45	65,50808194
21	0	64,20656001
21	15	63,29693453
21	30	62,28710519
21	45	62,8853341
22	0	61,89754665
22	15	60,86046608
22	30	58,13435043
22	45	55,9024149
23	0	53,77262783
23	15	50,96770365
23	30	50,40986358
23	45	48,91582533
X	X.1	P2.2subota.2ljeto
0	0	44,23144501
0	15	42,24752588
0	30	43,10531835
0	45	41,268437
1	0	39,88726884
1	15	42,66404045
1	30	46,9285451
1	45	45,81730042
2	0	41,59813528
2	15	38,99944203
2	30	39,42466009
2	45	37,98767626
3	0	38,07435853
3	15	36,28172111
3	30	36,81655099
3	45	35,78824576
4	0	35,17337995
4	15	36,019643
4	30	34,45129332
4	45	35,95891603
5	0	35,21676576
5	15	39,71423343
5	30	39,66679211
5	45	40,3836148
6	0	41,92266131
6	15	46,03842604
6	30	47,20634451
6	45	46,72691653
7	0	49,00289874
7	15	54,88037082
7	30	61,74735152
7	45	67,14765495
8	0	73,64135172
8	15	86,68776304
8	30	91,02242461
8	45	94,69588874
9	0	95,926415
9	15	100
9	30	98,88976391
9	45	96,68739463
10	0	93,16636623
10	15	95,4563488
10	30	93,59596425
10	45	92,40634582
11	0	95,36258994
11	15	94,49099225
11	30	95,6729628
11	45	92,45274564
12	0	87,87531021
12	15	85,60340703
12	30	87,92559863
12	45	86,51659199
13	0	87,8039049
13	15	85,58502672
13	30	84,25654267
13	45	80,64248188
14	0	83,03279207
14	15	83,06656924
14	30	82,66762153
14	45	82,88190801
15	0	80,48000257
15	15	80,31861884
15	30	77,63212893
15	45	78,0297248
16	0	76,80692636
16	15	79,14907346
16	30	76,73938613
16	45	76,07289888
17	0	77,14736883
17	15	78,85768042
17	30	77,86057329
17	45	78,75480429
18	0	78,55140305
18	15	78,35434017
18	30	80,53324623
18	45	82,13316311
19	0	83,38634855
19	15	88,01442739
19	30	91,0876773
19	45	89,76119397
20	0	88,31221992
20	15	80,69033699
20	30	76,43817521
20	45	73,92261889
21	0	71,27611051
21	15	64,27357679
21	30	60,69919894
21	45	56,75994443
22	0	55,17148408
22	15	52,66505679
22	30	51,45779393
22	45	49,90112884
23	0	50,95782504
23	15	49,24471808
23	30	48,38931189
23	45	46,16001868
X	X.1	JRO.2subota.2ljeto
0	0	96,67013006
0	15	96,8376882
0	30	96,23928224
0	45	95,49475918
1	0	96,02196662
1	15	96,22230595
1	30	96,23163712
1	45	96,2979975
2	0	96,24113943
2	15	96,36047599
2	30	96,51876916
2	45	96,356429
3	0	96,20654667
3	15	96,05479625
3	30	95,04593685
3	45	96,25950185
4	0	93,8605591
4	15	74,50182142
4	30	46,65441074
4	45	29,6411379
5	0	25,16798359
5	15	10,66141824
5	30	3,563016689
5	45	1,352566151
6	0	1,009678401
6	15	1,323697138
6	30	1,509462699
6	45	0,951225511
7	0	0,687144275
7	15	0,624999203
7	30	0,587211957
7	45	0,763418694
8	0	0,779525925
8	15	0,606877358
8	30	0,645595823
8	45	0,666780964
9	0	0,610313222
9	15	0,64037946
9	30	0,681034232
9	45	0,849605535
10	0	0,80876347
10	15	0,945978875
10	30	0,979679573
10	45	1,074781821
11	0	1,04215483
11	15	1,201984699
11	30	1,532674564
11	45	1,583179999
12	0	1,499905893
12	15	1,628268861
12	30	2,063319886
12	45	2,031460233
13	0	1,361559462
13	15	1,346006039
13	30	1,576324416
13	45	1,331247805
14	0	1,354579151
14	15	1,064470997
14	30	0,841306501
14	45	0,991729722
15	0	0,985511501
15	15	0,922117134
15	30	0,90994145
15	45	0,962767062
16	0	1,064440724
16	15	0,83231763
16	30	0,908874201
16	45	1,165483481
17	0	1,150741394
17	15	0,951730073
17	30	1,037448681
17	45	1,009487475
18	0	1,035370693
18	15	1,528527873
18	30	2,725063304
18	45	6,5432212
19	0	11,49141125
19	15	17,72160508
19	30	25,13943104
19	45	35,21789784
20	0	53,63403155
20	15	81,61098507
20	30	93,2569848
20	45	93,68104122
21	0	94,66877804
21	15	97,58432396
21	30	100
21	45	99,71762295
22	0	98,05269141
22	15	97,98428169
22	30	97,72109252
22	45	96,65838426
23	0	97,00008125
23	15	97,1962864
23	30	97,53701906
23	45	97,89492822
X	X.1	K0.3nedjelja.2ljeto
0	0	56,62599385
0	15	52,86892914
0	30	49,4426839
0	45	46,97371651
1	0	45,73871498
1	15	44,34254706
1	30	43,414176
1	45	41,39999012
2	0	40,97302826
2	15	40,74269196
2	30	39,86230589
2	45	39,3319481
3	0	39,96258194
3	15	39,88782776
3	30	39,28972234
3	45	38,9776517
4	0	38,81608069
4	15	38,96207355
4	30	39,0067431
4	45	39,9475808
5	0	41,00682585
5	15	41,57036112
5	30	43,37922374
5	45	46,13867351
6	0	47,88930379
6	15	50,39148533
6	30	52,91336132
6	45	54,89738153
7	0	56,78369815
7	15	61,02692776
7	30	63,69942239
7	45	67,28868471
8	0	70,96091388
8	15	74,54280878
8	30	77,90661853
8	45	80,4477863
9	0	82,07249901
9	15	82,93951206
9	30	84,16287099
9	45	87,26102292
10	0	90,55069154
10	15	93,46288725
10	30	95,60424187
10	45	94,56374567
11	0	96,37233425
11	15	96,60558845
11	30	95,58517524
11	45	94,21698393
12	0	91,97074099
12	15	88,13374889
12	30	85,4621349
12	45	82,94172171
13	0	81,54659975
13	15	79,73293702
13	30	77,31975109
13	45	76,49969379
14	0	75,00262906
14	15	75,46277226
14	30	74,15338193
14	45	73,18480564
15	0	71,89668065
15	15	70,55760132
15	30	70,88510216
15	45	70,32998735
16	0	68,6311007
16	15	68,04223075
16	30	68,41354109
16	45	68,21131262
17	0	69,4791076
17	15	70,39656745
17	30	72,06975789
17	45	73,51624717
18	0	75,35300213
18	15	76,51037792
18	30	77,64868901
18	45	80,55269199
19	0	82,60972117
19	15	83,97692377
19	30	86,47873092
19	45	88,48901728
20	0	91,25511592
20	15	93,18201666
20	30	95,66189011
20	45	95,32784139
21	0	94,09689506
21	15	97,89251695
21	30	99,35130497
21	45	100
22	0	99,51036979
22	15	94,38128499
22	30	89,45204791
22	45	81,89599762
23	0	74,32018983
23	15	68,04585753
23	30	61,73875301
23	45	56,99254654
X	X.1	P1.3nedjelja.2ljeto
0	0	60,06360028
0	15	58,10417906
0	30	57,15827573
0	45	56,76606356
1	0	55,23278116
1	15	54,55635918
1	30	54,34335731
1	45	53,94209573
2	0	53,74458559
2	15	52,85789761
2	30	52,61601993
2	45	52,73833299
3	0	51,41180487
3	15	51,83962415
3	30	51,45612844
3	45	50,97847931
4	0	50,65429318
4	15	49,55500538
4	30	49,45864066
4	45	48,83645859
5	0	48,07510537
5	15	49,82393391
5	30	54,75886675
5	45	54,23990949
6	0	52,54338595
6	15	52,96270237
6	30	55,1180098
6	45	57,08219287
7	0	58,2389056
7	15	60,39926072
7	30	63,41724583
7	45	65,75880896
8	0	66,19340665
8	15	67,16216437
8	30	69,88226034
8	45	71,68903838
9	0	74,55760304
9	15	81,28843642
9	30	83,22788047
9	45	84,67167708
10	0	86,67549096
10	15	86,38081513
10	30	87,02783046
10	45	86,61373449
11	0	87,06425425
11	15	88,90977732
11	30	89,24224644
11	45	88,51043807
12	0	88,65515634
12	15	89,82801101
12	30	89,30920137
12	45	88,34316068
13	0	90,05420535
13	15	90,19234623
13	30	88,82648571
13	45	87,51913065
14	0	88,36325721
14	15	89,37422769
14	30	89,58757194
14	45	89,88045108
15	0	92,53749018
15	15	92,07294557
15	30	91,37758298
15	45	90,90321626
16	0	90,62772605
16	15	88,90120535
16	30	90,47808259
16	45	90,86524707
17	0	88,88816679
17	15	89,02434451
17	30	90,76468903
17	45	91,14745916
18	0	90,79870676
18	15	91,34203869
18	30	94,03364206
18	45	94,25722304
19	0	96,31783993
19	15	97,37492438
19	30	99,89749136
19	45	100
20	0	99,51588656
20	15	89,3918365
20	30	86,0930999
20	45	84,45935996
21	0	83,69836797
21	15	81,38227573
21	30	80,535451
21	45	79,08240709
22	0	78,48038437
22	15	77,22535317
22	30	74,59295572
22	45	71,47222011
23	0	68,16676477
23	15	67,75987127
23	30	65,7580928
23	45	62,86995616
X	X.1	P2.3nedjelja.2ljeto
0	0	52,93504509
0	15	51,54484848
0	30	52,86193398
0	45	50,19030375
1	0	50,11654636
1	15	48,50788093
1	30	47,85213315
1	45	48,59464232
2	0	48,93877541
2	15	48,02899085
2	30	47,04930423
2	45	46,10555485
3	0	46,63560759
3	15	45,15370315
3	30	44,50714881
3	45	43,91598176
4	0	44,56763642
4	15	46,1832375
4	30	44,77909405
4	45	42,36512089
5	0	42,14543784
5	15	40,54572804
5	30	41,36440069
5	45	41,80673241
6	0	43,10543102
6	15	43,63700015
6	30	43,59457769
6	45	47,6950724
7	0	49,62337091
7	15	49,79914029
7	30	53,43580248
7	45	58,07442147
8	0	64,30116193
8	15	66,86829576
8	30	66,9438661
8	45	67,82662987
9	0	70,54866737
9	15	80,16918513
9	30	78,06881308
9	45	77,12773836
10	0	78,82066957
10	15	81,46766271
10	30	82,07408316
10	45	81,91787014
11	0	80,56144811
11	15	79,61704126
11	30	80,74591013
11	45	79,71239177
12	0	80,50914955
12	15	81,33065632
12	30	82,10459835
12	45	80,94312156
13	0	82,10215311
13	15	82,71973663
13	30	79,56150569
13	45	82,20171426
14	0	81,85144008
14	15	83,56717026
14	30	83,03030776
14	45	82,71450761
15	0	82,11770307
15	15	82,90483934
15	30	83,06059073
15	45	81,54234337
16	0	81,7771679
16	15	82,57425861
16	30	83,81878416
16	45	83,19697602
17	0	82,00648364
17	15	82,88289929
17	30	82,61815549
17	45	84,7270859
18	0	86,22709745
18	15	85,07904152
18	30	85,59802073
18	45	87,76825569
19	0	89,03580402
19	15	92,29862369
19	30	96,37120233
19	45	100
20	0	98,45423665
20	15	90,58217728
20	30	85,37920499
20	45	84,797458
21	0	81,52896727
21	15	74,30256976
21	30	69,27447156
21	45	66,27842967
22	0	62,56540258
22	15	59,67326396
22	30	57,55119526
22	45	55,02607542
23	0	55,46384399
23	15	55,93378963
23	30	52,05124056
23	45	51,94361346
X	X.1	JRO.3nedjelja.2ljeto
0	0	97,93654453
0	15	97,73330052
0	30	97,81814399
0	45	97,60841077
1	0	97,78518863
1	15	97,80041304
1	30	97,64823743
1	45	97,35973623
2	0	97,02600955
2	15	96,88609961
2	30	97,04478266
2	45	97,13127933
3	0	97,1340537
3	15	97,30736229
3	30	97,16307178
3	45	97,02175662
4	0	93,71030075
4	15	67,86216738
4	30	41,83684042
4	45	26,16811703
5	0	15,86967684
5	15	8,971330642
5	30	3,872179535
5	45	1,015464402
6	0	1,011278733
6	15	0,831314815
6	30	1,012397478
6	45	1,143593691
7	0	1,11626893
7	15	0,832408032
7	30	0,645919252
7	45	0,633515003
8	0	0,937777087
8	15	0,780728998
8	30	0,82395606
8	45	0,87176872
9	0	1,192662862
9	15	1,119136498
9	30	1,281213063
9	45	1,412375644
10	0	1,313104782
10	15	1,41590125
10	30	1,3677774
10	45	1,431378096
11	0	1,474262768
11	15	1,783971895
11	30	1,817345414
11	45	1,927229561
12	0	1,92535229
12	15	2,253385571
12	30	2,173521951
12	45	1,819048855
13	0	1,538179111
13	15	1,425343925
13	30	1,05912705
13	45	1,026014477
14	0	0,885302248
14	15	0,853350965
14	30	0,881259613
14	45	0,868353327
15	0	0,839815411
15	15	1,055415865
15	30	0,963163798
15	45	0,874507841
16	0	1,192379225
16	15	1,277934221
16	30	1,109227443
16	45	1,34233072
17	0	1,326146808
17	15	1,297527042
17	30	1,158795814
17	45	1,307492419
18	0	1,437299622
18	15	1,726945495
18	30	3,434800612
18	45	8,104073369
19	0	12,72473766
19	15	18,19250278
19	30	24,20757392
19	45	34,62444627
20	0	51,42243685
20	15	77,31280901
20	30	93,08800277
20	45	93,66671954
21	0	94,63933331
21	15	97,55131994
21	30	100
21	45	98,94743306
22	0	98,63504843
22	15	99,56290796
22	30	98,58220932
22	45	97,83464679
23	0	97,85488509
23	15	97,79778656
23	30	97,85063904
23	45	97,73846514
X	X.1	K0.1radni.13prijelazno.DF
0	0	50,3935536
0	15	47,39378288
0	30	44,43845117
0	45	42,11047554
1	0	40,51032593
1	15	39,13069187
1	30	38,11766903
1	45	37,25092294
2	0	37,07058929
2	15	36,75242263
2	30	36,27420467
2	45	36,08213144
3	0	35,95477959
3	15	35,91449804
3	30	36,20820483
3	45	36,94773335
4	0	38,26446288
4	15	39,60674846
4	30	41,16211939
4	45	43,47274695
5	0	45,38265534
5	15	47,51171391
5	30	50,11464827
5	45	52,94505077
6	0	54,42431563
6	15	55,00310925
6	30	56,93706006
6	45	57,42749276
7	0	57,27951463
7	15	57,04376984
7	30	57,58961915
7	45	58,63044447
8	0	59,15010032
8	15	60,19280203
8	30	60,65514058
8	45	61,69020488
9	0	62,63867466
9	15	63,75493219
9	30	64,16546168
9	45	64,60566701
10	0	65,31481058
10	15	65,57593035
10	30	66,8115499
10	45	67,35949495
11	0	68,10581018
11	15	69,09434155
11	30	69,21916928
11	45	68,75256207
12	0	68,30268679
12	15	67,95332155
12	30	68,43533785
12	45	68,64592338
13	0	68,04621971
13	15	67,78470741
13	30	67,76469059
13	45	68,3563698
14	0	68,50715279
14	15	69,31531709
14	30	69,93041771
14	45	70,16089792
15	0	70,32805859
15	15	70,55686536
15	30	70,99590403
15	45	70,93696737
16	0	70,46301807
16	15	69,43234942
16	30	69,8869655
16	45	69,90348354
17	0	70,52282304
17	15	70,59222444
17	30	70,93992839
17	45	71,73849261
18	0	73,44921902
18	15	74,76815306
18	30	75,72284627
18	45	77,10518675
19	0	79,09950885
19	15	81,59390261
19	30	84,57692074
19	45	86,79073027
20	0	90,45495581
20	15	93,12213636
20	30	95,32894589
20	45	95,78492064
21	0	95,66310498
21	15	98,25626244
21	30	100
21	45	98,84449451
22	0	96,42503955
22	15	92,39462024
22	30	86,76909227
22	45	79,91534093
23	0	72,96955913
23	15	66,78592822
23	30	60,80704709
23	45	55,75642144
X	X.1	P1.1radni.13prijelazno.DF
0	0	37,86159195
0	15	37,01581848
0	30	36,34164227
0	45	35,25535958
1	0	34,96311024
1	15	34,20446938
1	30	33,74327121
1	45	33,60150786
2	0	33,89354626
2	15	34,42516029
2	30	34,15201637
2	45	33,46347106
3	0	33,02595643
3	15	32,4233699
3	30	32,37446767
3	45	31,99857789
4	0	31,8403263
4	15	31,33957157
4	30	31,13719313
4	45	30,93549436
5	0	30,8897347
5	15	33,13145814
5	30	37,03467195
5	45	37,72133446
6	0	37,64934634
6	15	42,49195842
6	30	45,60501777
6	45	49,87017998
7	0	54,14935193
7	15	60,97162553
7	30	65,69162851
7	45	70,23650298
8	0	80,82540086
8	15	92,34508375
8	30	91,32051576
8	45	91,97360412
9	0	93,33978071
9	15	96,88186839
9	30	95,75760336
9	45	94,79376765
10	0	98,77235434
10	15	96,7338492
10	30	95,17239766
10	45	93,95654494
11	0	96,18310826
11	15	100
11	30	92,24752147
11	45	92,19441808
12	0	89,67301558
12	15	89,20406352
12	30	88,93339031
12	45	89,2420068
13	0	90,46163684
13	15	90,90249522
13	30	90,18038358
13	45	90,04072764
14	0	89,90755412
14	15	90,09696775
14	30	88,586645
14	45	87,72850046
15	0	87,30624165
15	15	87,23738634
15	30	86,24640616
15	45	85,55897803
16	0	85,71391713
16	15	82,85675759
16	30	80,28456615
16	45	79,79592077
17	0	79,25162123
17	15	79,25118959
17	30	79,61049737
17	45	79,352996
18	0	78,37292595
18	15	78,11416482
18	30	77,62167179
18	45	77,33115292
19	0	76,66306459
19	15	74,99845508
19	30	74,64712385
19	45	73,02931501
20	0	70,26192089
20	15	61,02790861
20	30	57,56169771
20	45	56,63814316
21	0	55,06075221
21	15	53,69176312
21	30	52,43252379
21	45	50,80842981
22	0	50,03490617
22	15	48,87974668
22	30	47,41122071
22	45	45,32897543
23	0	43,69053969
23	15	42,14405881
23	30	41,03899296
23	45	40,09010644
X	X.1	P2.1radni.13prijelazno.DF
0	0	34,03457449
0	15	33,18775793
0	30	33,15152937
0	45	32,67355534
1	0	32,03244891
1	15	31,58473209
1	30	30,91626628
1	45	30,73117723
2	0	30,6951168
2	15	31,06837786
2	30	30,95768411
2	45	30,52575991
3	0	29,96907973
3	15	29,89937687
3	30	30,0112324
3	45	29,59774173
4	0	29,72366704
4	15	28,708219
4	30	28,23597829
4	45	28,02957299
5	0	29,49350859
5	15	32,39107347
5	30	34,57783473
5	45	36,22410512
6	0	44,68709468
6	15	47,23988375
6	30	51,37741815
6	45	56,46958958
7	0	60,7332042
7	15	65,79853763
7	30	70,19363142
7	45	77,01999995
8	0	83,92173853
8	15	89,59326842
8	30	91,790497
8	45	94,87132042
9	0	97,76041472
9	15	98,63652507
9	30	100
9	45	99,33478338
10	0	99,65845451
10	15	97,86944798
10	30	98,37560502
10	45	97,50228672
11	0	99,05806506
11	15	97,92021103
11	30	96,88467274
11	45	93,84541449
12	0	92,86737378
12	15	93,3468534
12	30	93,21144496
12	45	93,54119511
13	0	92,65645738
13	15	88,82942353
13	30	86,89185687
13	45	87,75031198
14	0	86,88393411
14	15	84,76987177
14	30	82,4190298
14	45	80,53283447
15	0	79,81531899
15	15	77,54144333
15	30	77,34016496
15	45	75,61156707
16	0	76,46270204
16	15	76,81657937
16	30	75,67190959
16	45	75,378422
17	0	78,2938348
17	15	83,18855512
17	30	79,13043905
17	45	76,83145768
18	0	76,14426741
18	15	75,25465778
18	30	74,83037864
18	45	76,23747973
19	0	76,904916
19	15	74,87235563
19	30	74,37339783
19	45	74,84541752
20	0	71,69299839
20	15	65,42820651
20	30	61,4684637
20	45	60,3339231
21	0	58,01714859
21	15	51,61542946
21	30	47,69012625
21	45	48,75131243
22	0	43,52964723
22	15	41,40346085
22	30	39,41593777
22	45	38,20958045
23	0	37,44139826
23	15	36,32090855
23	30	36,90335563
23	45	35,50681255
X	X.1	JR0.1radni.13prijelazno.DF
0	0	98,05418812
0	15	97,95017768
0	30	98,04583463
0	45	98,15707309
1	0	98,09543903
1	15	97,94847926
1	30	98,03984986
1	45	97,86686366
2	0	97,9429104
2	15	97,98488641
2	30	98,04421677
2	45	98,03668367
3	0	97,95402194
3	15	97,89422617
3	30	97,82304323
3	45	97,85066625
4	0	95,11375188
4	15	70,72248379
4	30	42,72626464
4	45	27,79592523
5	0	18,83233939
5	15	11,06718562
5	30	2,86472893
5	45	1,159533119
6	0	1,208633674
6	15	1,436287242
6	30	1,378498259
6	45	1,427991828
7	0	1,275681588
7	15	1,142282633
7	30	0,941947821
7	45	0,799933234
8	0	0,742621921
8	15	0,718719646
8	30	0,761271879
8	45	0,842437619
9	0	0,784861706
9	15	0,681550598
9	30	0,670626368
9	45	0,719532256
10	0	0,703576549
10	15	0,811669666
10	30	0,829224011
10	45	0,801185889
11	0	0,739014046
11	15	0,814511144
11	30	0,868277562
11	45	0,769129702
12	0	0,803755406
12	15	0,815512286
12	30	0,88682119
12	45	1,028734762
13	0	0,903649216
13	15	0,871622883
13	30	0,872833824
13	45	0,817190263
14	0	0,836849543
14	15	0,947534261
14	30	1,004605922
14	45	0,9311974
15	0	1,006995495
15	15	0,983718525
15	30	0,986971011
15	45	0,881335764
16	0	0,846167365
16	15	0,886178299
16	30	0,871895662
16	45	0,860682294
17	0	0,758989454
17	15	0,765042113
17	30	0,77090174
17	45	0,752612079
18	0	0,768010369
18	15	1,040345642
18	30	1,865906159
18	45	4,516608591
19	0	10,63353474
19	15	17,30966435
19	30	25,844385
19	45	35,55568763
20	0	52,94363249
20	15	80,83142522
20	30	93,55343545
20	45	93,93290318
21	0	94,48838468
21	15	97,38456657
21	30	99,69711393
21	45	100
22	0	98,76831061
22	15	99,08386472
22	30	98,75007493
22	45	97,64957527
23	0	97,7443967
23	15	98,09541981
23	30	97,87396817
23	45	98,02171438
X	X.1	K0.2subota.13prijelazno
0	0	49,42917682
0	15	46,29010897
0	30	43,10591161
0	45	39,94008118
1	0	38,22510111
1	15	37,12008848
1	30	35,45080073
1	45	34,83897565
2	0	33,88873708
2	15	33,15603471
2	30	32,13242738
2	45	32,13483517
3	0	31,41081618
3	15	32,15539468
3	30	32,42052285
3	45	32,79217591
4	0	34,12126216
4	15	34,96269465
4	30	36,01848325
4	45	37,3215585
5	0	38,61823962
5	15	40,44406469
5	30	41,76915597
5	45	43,52180967
6	0	45,76718247
6	15	48,21771641
6	30	50,09908655
6	45	53,15223448
7	0	55,51221763
7	15	57,87554776
7	30	59,48080962
7	45	62,12623357
8	0	64,54414427
8	15	64,98704949
8	30	65,30916488
8	45	66,78443964
9	0	68,50740619
9	15	69,2251076
9	30	70,43967155
9	45	72,78323633
10	0	74,01490577
10	15	75,17960807
10	30	75,32894271
10	45	75,45106649
11	0	75,86146989
11	15	75,9155521
11	30	77,68955946
11	45	76,62928214
12	0	75,30039156
12	15	74,09612001
12	30	74,68464057
12	45	75,22993011
13	0	74,32192467
13	15	74,08980818
13	30	75,06125252
