X	X.1	K0.1radni.4zima.DF
13	45	74,18258146
14	0	73,12721814
14	15	73,00835156
14	30	72,41379771
14	45	71,80159396
15	0	70,74079583
15	15	70,12536078
15	30	71,3133394
15	45	72,00967564
16	0	69,81533156
16	15	69,26254067
16	30	70,375023
16	45	72,4563439
17	0	73,26297382
17	15	74,53012547
17	30	76,4213098
17	45	82,10379939
18	0	81,95782496
18	15	84,7296456
18	30	88,39235066
18	45	92,18556534
19	0	95,36498394
19	15	98,74129578
19	30	100
19	45	99,39577237
20	0	97,85190761
20	15	96,99828018
20	30	96,02303424
20	45	94,09822246
21	0	93,23756442
21	15	95,95115827
21	30	98,16822565
21	45	95,02391175
22	0	93,10678662
22	15	87,85815459
22	30	81,81989915
22	45	76,63872112
23	0	71,34482377
23	15	65,77796082
23	30	61,26386924
23	45	55,78042979
X	X.1	P1.2subota.13prijelazno
0	0	42,10934466
0	15	41,19727351
0	30	41,08102679
0	45	40,97295465
1	0	39,95310152
1	15	40,14007054
1	30	38,85992043
1	45	39,34934019
2	0	39,41869371
2	15	39,23342468
2	30	39,68248739
2	45	39,78259012
3	0	39,29370966
3	15	39,28199442
3	30	39,51881109
3	45	39,17365556
4	0	39,28080736
4	15	39,36714021
4	30	38,48405965
4	45	39,87684255
5	0	40,38883401
5	15	42,74693569
5	30	46,14611393
5	45	45,39375341
6	0	45,85097605
6	15	49,84428432
6	30	52,65047269
6	45	54,99101763
7	0	57,85462152
7	15	65,25433297
7	30	69,65585742
7	45	72,68383225
8	0	76,04117621
8	15	87,58630354
8	30	91,49508446
8	45	90,73752727
9	0	93,07323898
9	15	98,24677636
9	30	98,41720277
9	45	97,67920126
10	0	99,99002871
10	15	100
10	30	95,69698087
10	45	98,59048105
11	0	96,99927768
11	15	94,10428563
11	30	92,81841126
11	45	90,21321971
12	0	88,33128964
12	15	85,69394494
12	30	85,4675773
12	45	83,04825565
13	0	79,93368418
13	15	78,50541557
13	30	77,89104399
13	45	76,65663812
14	0	74,41422627
14	15	73,06549643
14	30	71,24308927
14	45	70,75599086
15	0	70,47731646
15	15	70,539574
15	30	69,44603533
15	45	68,85365511
16	0	67,71182221
16	15	67,0034063
16	30	67,52260511
16	45	68,35703386
17	0	67,99340418
17	15	67,98250376
17	30	67,71076998
17	45	67,42859302
18	0	68,98144121
18	15	70,04691255
18	30	69,459559
18	45	71,23503779
19	0	71,41608324
19	15	70,84980658
19	30	70,7472506
19	45	69,13932583
20	0	68,40932304
20	15	58,55086202
20	30	54,3818867
20	45	52,77804776
21	0	52,90626471
21	15	49,91898693
21	30	48,74896946
21	45	47,79527798
22	0	47,24312292
22	15	47,09205289
22	30	45,30119803
22	45	45,07231853
23	0	44,3043797
23	15	42,99320194
23	30	42,10813416
23	45	41,32760958
X	X.1	P2.2subota.13prijelazno
0	0	31,42185523
0	15	31,72219912
0	30	31,45513499
0	45	31,17544953
1	0	29,98931702
1	15	30,29762621
1	30	30,42439868
1	45	29,76684567
2	0	30,14961553
2	15	29,24211414
2	30	29,72939215
2	45	29,04308971
3	0	29,14155656
3	15	28,77452487
3	30	29,44334986
3	45	29,67267315
4	0	29,07892196
4	15	29,39760012
4	30	28,72887519
4	45	28,31950563
5	0	30,35418359
5	15	30,95801645
5	30	31,46931089
5	45	32,44596278
6	0	34,95392499
6	15	38,57831254
6	30	43,96764344
6	45	48,34194799
7	0	51,04012278
7	15	64,13707035
7	30	67,16785037
7	45	69,38551187
8	0	79,60774516
8	15	89,70550193
8	30	97,01326635
8	45	98,6835241
9	0	97,04954752
9	15	100
9	30	99,87556709
9	45	98,1904998
10	0	96,51423408
10	15	95,15550754
10	30	97,04062794
10	45	96,51038612
11	0	91,10569158
11	15	92,34326881
11	30	88,64603159
11	45	92,284554
12	0	81,96804045
12	15	81,27834154
12	30	86,49987297
12	45	84,00772589
13	0	85,17713002
13	15	82,02338444
13	30	81,2509543
13	45	75,36431502
14	0	75,09833602
14	15	70,83331623
14	30	69,60851424
14	45	69,10110111
15	0	71,83740923
15	15	69,72768314
15	30	66,67976941
15	45	68,30416713
16	0	67,0770538
16	15	64,91767357
16	30	66,28409861
16	45	65,43130757
17	0	66,00498009
17	15	65,68809764
17	30	65,39624749
17	45	66,56332744
18	0	69,43497104
18	15	68,73035742
18	30	69,81773577
18	45	71,69144055
19	0	71,17255279
19	15	73,94754834
19	30	74,87062887
19	45	75,15045798
20	0	71,21702243
20	15	62,12550583
20	30	57,14137843
20	45	55,35804181
21	0	51,17034559
21	15	44,10835837
21	30	40,17443285
21	45	38,47223955
22	0	36,97808774
22	15	34,88881486
22	30	34,24578663
22	45	33,74665689
23	0	34,7993856
23	15	35,33041753
23	30	35,71782548
23	45	36,71524611
X	X.1	JRO.2subota.13prijelazno
0	0	96,32460453
0	15	96,7137139
0	30	97,78238077
0	45	96,81681648
1	0	96,43099646
1	15	96,27863593
1	30	96,75566283
1	45	96,82084026
2	0	96,88161974
2	15	96,90167351
2	30	96,6333019
2	45	96,49431122
3	0	96,3246381
3	15	96,55665821
3	30	96,68926178
3	45	96,5600192
4	0	96,31125473
4	15	96,18610307
4	30	94,29366929
4	45	84,73478002
5	0	78,20608001
5	15	67,29239714
5	30	60,10464741
5	45	47,68680746
6	0	34,90117157
6	15	11,06418934
6	30	1,297193752
6	45	1,360424997
7	0	1,501364308
7	15	0,78856453
7	30	0,397670684
7	45	0,606858572
8	0	0,671084605
8	15	0,362365955
8	30	0,329170749
8	45	0,320870207
9	0	0,382091408
9	15	0,432657736
9	30	0,510080876
9	45	0,600803877
10	0	0,651298973
10	15	0,831622872
10	30	0,806149756
10	45	0,886402515
11	0	0,768642166
11	15	1,006415668
11	30	0,923817586
11	45	1,11780651
12	0	0,992199211
12	15	1,203206783
12	30	1,348800718
12	45	1,38069001
13	0	1,5178872
13	15	2,459085323
13	30	2,056769022
13	45	1,773199669
14	0	2,1761939
14	15	2,253770147
14	30	2,751666716
14	45	2,43012472
15	0	1,71264862
15	15	1,809305141
15	30	1,638721156
15	45	1,450693998
16	0	1,527666823
16	15	1,606396287
16	30	1,721348305
16	45	1,342768539
17	0	1,277148985
17	15	2,534999497
17	30	9,88615191
17	45	17,41208279
18	0	24,66255041
18	15	31,49341862
18	30	38,76933233
18	45	52,51571863
19	0	64,75040752
19	15	75,34452159
19	30	82,42866889
19	45	91,12012989
20	0	92,96658728
20	15	92,9688057
20	30	93,25639719
20	45	93,63436862
21	0	93,9985559
21	15	97,51709708
21	30	99,95936272
21	45	100
22	0	98,23970596
22	15	98,44045125
22	30	98,31603443
22	45	96,97608977
23	0	96,4155052
23	15	96,61797439
23	30	96,53714645
23	45	97,41433715
X	X.1	K0.3nedjelja.13prijelazno
0	0	55,12428371
0	15	51,33407663
0	30	47,31689521
0	45	43,85489695
1	0	41,40108166
1	15	40,00210691
1	30	38,99143785
1	45	37,42276761
2	0	36,79946906
2	15	37,02814655
2	30	35,97000889
2	45	35,84334009
3	0	35,72521011
3	15	35,42549879
3	30	35,48480896
3	45	35,20403629
4	0	34,8455663
4	15	35,27880768
4	30	35,9405968
4	45	37,07602815
5	0	37,98090665
5	15	39,64728466
5	30	41,05188791
5	45	43,47671721
6	0	46,39914201
6	15	48,64705646
6	30	52,33631479
6	45	55,59662018
7	0	57,50165939
7	15	59,7210857
7	30	65,42902013
7	45	70,13838286
8	0	73,46964721
8	15	75,39534693
8	30	78,563807
8	45	81,62463611
9	0	82,0361901
9	15	84,80956745
9	30	87,68089338
9	45	90,29702446
10	0	91,07204871
10	15	91,75226055
10	30	94,21497152
10	45	95,48366903
11	0	94,52015788
11	15	94,6833608
11	30	96,06899546
11	45	94,57667001
12	0	92,31195114
12	15	86,44477656
12	30	84,14988574
12	45	83,18987072
13	0	80,0722818
13	15	76,79143942
13	30	74,03162551
13	45	72,94957325
14	0	71,1947999
14	15	71,69171039
14	30	70,39836899
14	45	68,9360352
15	0	66,69530454
15	15	66,17715209
15	30	66,32916975
15	45	65,89371739
16	0	65,10014877
16	15	64,65829992
16	30	65,19865571
16	45	65,10850106
17	0	66,98911972
17	15	70,23205672
17	30	72,325143
17	45	76,09134815
18	0	79,21091908
18	15	81,99021691
18	30	88,04619282
18	45	91,42815364
19	0	95,20753667
19	15	99,65920097
19	30	98,48227141
19	45	99,22140412
20	0	99,25184995
20	15	98,06719945
20	30	97,24596557
20	45	95,17604212
21	0	94,18971437
21	15	97,99627917
21	30	99,73472225
21	45	100
22	0	95,25376689
22	15	89,28578019
22	30	83,50980586
22	45	76,60511982
23	0	69,84882368
23	15	63,75673975
23	30	58,20624997
23	45	53,6926665
X	X.1	P1.3nedjelja.13prijelazno
0	0	60,86704899
0	15	59,4449615
0	30	59,2707545
0	45	58,11075901
1	0	57,41080505
1	15	57,36354447
1	30	56,77038232
1	45	56,90514794
2	0	56,61734889
2	15	56,37281231
2	30	57,16798256
2	45	56,18704706
3	0	55,9028489
3	15	56,06488023
3	30	54,74228348
3	45	55,06827181
4	0	55,37365649
4	15	56,02299508
4	30	54,58051552
4	45	55,47413595
5	0	55,24414972
5	15	57,99145907
5	30	61,37091429
5	45	61,98560405
6	0	61,46534478
6	15	63,17444551
6	30	64,12258443
6	45	66,09246891
7	0	66,15926668
7	15	67,52870521
7	30	68,93992958
7	45	70,83028366
8	0	72,84188923
8	15	73,89628457
8	30	78,27349238
8	45	79,54614301
9	0	83,72640727
9	15	93,53881913
9	30	95,2914932
9	45	98,60726796
10	0	96,4268524
10	15	100
10	30	99,10734239
10	45	99,80945084
11	0	99,60074612
11	15	96,99654833
11	30	96,41074771
11	45	94,42010847
12	0	94,68992466
12	15	94,42511258
12	30	93,9618501
12	45	94,51505707
13	0	94,70296385
13	15	91,72644544
13	30	91,28460264
13	45	91,38639465
14	0	92,0451845
14	15	92,69116399
14	30	91,39521985
14	45	90,50532552
15	0	90,49506687
15	15	89,67212142
15	30	90,23711115
15	45	89,51273678
16	0	88,73954749
16	15	90,96664075
16	30	89,97729886
16	45	91,27395972
17	0	91,84767535
17	15	93,24239349
17	30	94,77694181
17	45	96,6183169
18	0	99,73387104
18	15	99,19068094
18	30	98,68157406
18	45	98,7278459
19	0	98,05024854
19	15	98,4731543
19	30	98,96501664
19	45	97,27253871
20	0	94,22058731
20	15	80,84020467
20	30	79,08264738
20	45	78,31572726
21	0	76,82304682
21	15	75,9516405
21	30	73,48991095
21	45	74,75970763
22	0	73,01452462
22	15	70,77374885
22	30	67,61486315
22	45	67,02055252
23	0	65,31108048
23	15	62,70796209
23	30	61,98019408
23	45	61,60927668
X	X.1	P2.3nedjelja.13prijelazno
0	0	55,94809659
0	15	54,25080951
0	30	52,0716292
0	45	52,27918168
1	0	50,54400682
1	15	53,7537875
1	30	52,00399596
1	45	53,58189519
2	0	52,40161284
2	15	54,77770867
2	30	53,67955554
2	45	56,07497201
3	0	53,39389014
3	15	51,39101348
3	30	49,32987859
3	45	49,36257957
4	0	46,62357965
4	15	46,23376126
4	30	45,96009719
4	45	50,29919204
5	0	49,93134257
5	15	52,49968652
5	30	50,56063165
5	45	52,56106854
6	0	52,91957592
6	15	51,00582955
6	30	52,72831175
6	45	52,62528902
7	0	53,63537629
7	15	56,46266521
7	30	57,2506711
7	45	63,41763383
8	0	65,92569313
8	15	71,0451929
8	30	74,99567279
8	45	75,20093547
9	0	78,7526426
9	15	83,52092504
9	30	85,70327304
9	45	86,43006152
10	0	84,57908714
10	15	89,76458877
10	30	89,57583387
10	45	85,34033603
11	0	79,45024893
11	15	79,59348948
11	30	79,21201093
11	45	78,58470805
12	0	78,07355219
12	15	77,51184149
12	30	77,98191628
12	45	79,06299833
13	0	81,50531548
13	15	81,39209839
13	30	80,70640195
13	45	80,00069352
14	0	81,31258087
14	15	78,61083592
14	30	77,94335546
14	45	78,63637853
15	0	80,17615222
15	15	78,15482547
15	30	78,3008606
15	45	76,11796759
16	0	76,57624589
16	15	76,64880257
16	30	76,05271559
16	45	76,47635061
17	0	76,12144984
17	15	77,38897504
17	30	76,98458021
17	45	82,41203619
18	0	82,25705035
18	15	82,95572843
18	30	87,28635175
18	45	91,53657967
19	0	93,46732031
19	15	100
19	30	96,78903784
19	45	96,84543423
20	0	93,06587368
20	15	78,67672803
20	30	75,51877512
20	45	72,0828163
21	0	68,20051467
21	15	56,03875586
21	30	52,52407326
21	45	49,63253825
22	0	45,49452884
22	15	47,15005084
22	30	47,28556605
22	45	46,19727442
23	0	44,50687869
23	15	44,69493129
23	30	44,31946621
23	45	45,45168836
X	X.1	JRO.3nedjelja.13prijelazno
0	0	97,37333486
0	15	96,93503324
0	30	96,46807493
0	45	96,51770315
1	0	96,75383475
1	15	97,23570645
1	30	97,02811589
1	45	96,57536397
2	0	97,04795752
2	15	96,87238371
2	30	96,46246161
2	45	96,44061873
3	0	96,62376084
3	15	96,42908405
3	30	96,36786311
3	45	96,35138963
4	0	96,60391962
4	15	96,53422046
4	30	94,13515674
4	45	85,54801249
5	0	73,84295055
5	15	65,84613549
5	30	55,68948251
5	45	44,32267636
6	0	27,14309597
6	15	9,101934097
6	30	1,30310676
6	45	0,778546471
7	0	1,214085458
7	15	0,919484994
7	30	0,754859811
7	45	0,416957117
8	0	0,504067268
8	15	0,591353559
8	30	0,568157979
8	45	0,539656308
9	0	0,575156061
9	15	0,780336272
9	30	0,777274535
9	45	0,921903052
10	0	1,121967922
10	15	1,354618942
10	30	1,289940154
10	45	1,178421335
11	0	1,32377876
11	15	1,544495338
11	30	1,440086616
11	45	2,022910413
12	0	2,149478578
12	15	2,438768892
12	30	2,671766104
12	45	2,30193433
13	0	1,697617091
13	15	2,096698518
13	30	1,743650291
13	45	1,668466059
14	0	1,652591213
14	15	1,553258059
14	30	1,163689364
14	45	1,053840621
15	0	0,965135071
15	15	0,915036871
15	30	0,797371851
15	45	0,87074883
16	0	1,272353024
16	15	1,432350698
16	30	1,213083007
16	45	1,505871753
17	0	1,877221002
17	15	2,843632067
17	30	9,515728014
17	45	17,30272115
18	0	26,3251897
18	15	33,40545326
18	30	43,85708657
18	45	49,64407592
19	0	60,44312994
19	15	73,18037955
19	30	81,71503311
19	45	90,43953791
20	0	92,31916845
20	15	92,26682712
20	30	92,12484231
20	45	92,85988078
21	0	93,75128538
21	15	96,75772482
21	30	99,48674549
21	45	99,40090322
22	0	97,8090029
22	15	98,82372764
22	30	100
22	45	97,6608094
23	0	96,9122005
23	15	97,04432273
23	30	96,66873193
23	45	96,4126544
